algorithm,landscape,seed,epsilon,snapshot_order,snapshot_label,generation,index,bitstring,count,num_selected,accuracy,time,penalized_fitness
swarm,breast-w,1,0.01,3,two_thirds,4,64,001000000,1,1,0.9262192845344543,0.09079118072986603,0.9162192845344543
swarm,breast-w,1,0.01,3,two_thirds,4,72,001001000,1,2,0.9495425224304199,0.1139507070183754,0.9295425224304199
swarm,breast-w,1,0.01,3,two_thirds,4,73,001001001,7,3,0.9530486464500427,0.14627541601657867,0.9230486464500427
swarm,breast-w,1,0.01,3,two_thirds,4,75,001001011,2,4,0.9623475074768066,0.17034126818180084,0.9223475074768066
swarm,breast-w,1,0.01,3,two_thirds,4,80,001010000,2,2,0.9368900656700134,0.16827042400836945,0.9168900656700134
swarm,breast-w,1,0.01,3,two_thirds,4,88,001011000,1,3,0.9570119380950928,0.19660203158855438,0.9270119380950927
swarm,breast-w,1,0.01,3,two_thirds,4,90,001011010,1,4,0.9618901014328003,0.22182905673980713,0.9218901014328003
swarm,breast-w,1,0.01,3,two_thirds,4,124,001111100,1,5,0.9573168754577637,0.23224854469299316,0.9073168754577636
swarm,breast-w,1,0.01,3,two_thirds,4,139,010001011,1,4,0.9586888551712036,0.1512846052646637,0.9186888551712036
swarm,breast-w,1,0.01,3,two_thirds,4,169,010101001,1,4,0.9554874897003174,0.15219362080097198,0.9154874897003173
swarm,breast-w,1,0.01,3,two_thirds,4,193,011000001,1,3,0.9471035003662109,0.15769189596176147,0.9171035003662109
swarm,breast-w,1,0.01,3,two_thirds,4,201,011001001,2,4,0.9567071199417114,0.1810487061738968,0.9167071199417114
swarm,breast-w,1,0.01,3,two_thirds,4,202,011001010,1,4,0.9612802863121033,0.14919643104076385,0.9212802863121032
swarm,breast-w,1,0.01,3,two_thirds,4,203,011001011,1,5,0.9591461420059204,0.1784309446811676,0.9091461420059204
swarm,breast-w,1,0.01,3,two_thirds,4,209,011010001,1,4,0.94817054271698,0.21543772518634796,0.90817054271698
swarm,breast-w,1,0.01,3,two_thirds,4,216,011011000,2,4,0.956097424030304,0.2577285170555115,0.9160974240303039
swarm,breast-w,1,0.01,3,two_thirds,4,220,011011100,1,5,0.9589937925338745,0.2710625231266022,0.9089937925338745
swarm,breast-w,1,0.01,3,two_thirds,4,240,011110000,1,4,0.9474081993103027,0.23335301876068115,0.9074081993103027
swarm,breast-w,1,0.01,3,two_thirds,4,330,101001010,1,4,0.9649388790130615,0.1500430852174759,0.9249388790130615
swarm,breast-w,1,0.01,3,two_thirds,4,336,101010000,1,3,0.9498472809791565,0.13655953109264374,0.9198472809791565
swarm,breast-w,1,0.01,3,two_thirds,4,340,101010100,1,4,0.9617376327514648,0.16945618391036987,0.9217376327514648
swarm,breast-w,1,0.01,3,two_thirds,4,451,111000011,1,5,0.9550302624702454,0.1685197502374649,0.9050302624702453
swarm,breast-w,1,0.01,3,two_thirds,4,456,111001000,1,4,0.9663107991218567,0.1493365317583084,0.9263107991218567
swarm,breast-w,1,0.01,3,two_thirds,4,459,111001011,1,6,0.9693594574928284,0.1673336625099182,0.9093594574928283
swarm,breast-w,1,0.01,4,peak,7,9,000001001,1,2,0.9167681932449341,0.1331997662782669,0.8967681932449341
swarm,breast-w,1,0.01,4,peak,7,48,000110000,1,2,0.9140242338180542,0.09490589052438736,0.8940242338180542
swarm,breast-w,1,0.01,4,peak,7,64,001000000,1,1,0.9262192845344543,0.09079118072986603,0.9162192845344543
swarm,breast-w,1,0.01,4,peak,7,65,001000001,1,2,0.9350606799125671,0.1252497434616089,0.9150606799125671
swarm,breast-w,1,0.01,4,peak,7,67,001000011,1,3,0.9541155695915222,0.1536063849925995,0.9241155695915222
swarm,breast-w,1,0.01,4,peak,7,72,001001000,13,2,0.9495425224304199,0.1139507070183754,0.9295425224304199
swarm,breast-w,1,0.01,4,peak,7,73,001001001,4,3,0.9530486464500427,0.14627541601657867,0.9230486464500427
swarm,breast-w,1,0.01,4,peak,7,74,001001010,4,3,0.9570119976997375,0.13786962628364563,0.9270119976997375
swarm,breast-w,1,0.01,4,peak,7,80,001010000,1,2,0.9368900656700134,0.16827042400836945,0.9168900656700134
swarm,breast-w,1,0.01,4,peak,7,85,001010101,1,4,0.9495425224304199,0.19034695625305176,0.9095425224304199
swarm,breast-w,1,0.01,4,peak,7,88,001011000,2,3,0.9570119380950928,0.19660203158855438,0.9270119380950927
swarm,breast-w,1,0.01,4,peak,7,92,001011100,1,4,0.9571646451950073,0.22561553120613098,0.9171646451950073
swarm,breast-w,1,0.01,4,peak,7,112,001110000,1,3,0.94817054271698,0.19405896961688995,0.91817054271698
swarm,breast-w,1,0.01,4,peak,7,194,011000010,1,3,0.9448168277740479,0.12953898310661316,0.9148168277740478
swarm,breast-w,1,0.01,4,peak,7,200,011001000,2,3,0.9554876089096069,0.13168281316757202,0.9254876089096069
swarm,breast-w,1,0.01,4,peak,7,256,100000000,1,1,0.86539626121521,0.05144251883029938,0.85539626121521
swarm,breast-w,1,0.01,4,peak,7,328,101001000,1,3,0.966158390045166,0.1314931958913803,0.936158390045166
swarm,breast-w,1,0.01,4,peak,7,345,101011001,1,5,0.9628047943115234,0.19974839687347412,0.9128047943115234
swarm,breast-w,1,0.01,4,peak,7,355,101100011,1,5,0.9577741622924805,0.1480007916688919,0.9077741622924804
swarm,breast-w,1,0.01,4,peak,7,377,101111001,1,6,0.9640241861343384,0.32031315565109253,0.9040241861343383
swarm,breast-w,1,0.01,5,final,150,64,001000000,1,1,0.9262192845344543,0.09079118072986603,0.9162192845344543
swarm,breast-w,1,0.01,5,final,150,66,001000010,1,2,0.9518291354179382,0.09929567575454712,0.9318291354179382
swarm,breast-w,1,0.01,5,final,150,72,001001000,1,2,0.9495425224304199,0.1139507070183754,0.9295425224304199
swarm,breast-w,1,0.01,5,final,150,137,010001001,1,3,0.958993673324585,0.13765999674797058,0.9289936733245849
swarm,breast-w,1,0.01,5,final,150,200,011001000,1,3,0.9554876089096069,0.13168281316757202,0.9254876089096069
swarm,breast-w,1,0.01,5,final,150,328,101001000,35,3,0.966158390045166,0.1314931958913803,0.936158390045166
